CVE_ID,Description,Published,Link,CWEs,CWE_Names,Top_Level_Categories
CVE-2021-33839,Luca through 1.7.4 on Android allows remote attackers to obtain sensitive information about COVID-19 tracking because the QR code of a Public Location can be intentionally confused with the QR code of a Private Meeting.,2021-06-04T00:15:07.377,https://nvd.nist.gov/vuln/detail/CVE-2021-33839,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2021-25403,"Intent redirection vulnerability in Samsung Account prior to version 10.8.0.4 in Android P(9.0) and below, and 12.2.0.9 in Android Q(10.0) and above allows attacker to access contacts and file provider using SettingWebView component.",2021-06-11T15:15:09.653,https://nvd.nist.gov/vuln/detail/CVE-2021-25403,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2021-0480,"In createPendingIntent of SnoozeHelper.java, there is a possible broadcast intent containing a sensitive identifier. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-8.1 Android-9Android ID: A-174493336",2021-06-11T17:15:09.817,https://nvd.nist.gov/vuln/detail/CVE-2021-0480,N/A,N/A,Other
CVE-2021-0506,"In ActivityPicker.java, there is a possible bypass of user interaction in intent resolution due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-8.1 Android-9Android ID: A-181962311",2021-06-21T17:15:08.240,https://nvd.nist.gov/vuln/detail/CVE-2021-0506,CWE-1021,Improper Restriction of Rendered UI Layers or Frames,Improper Control of a Resource Through its Lifetime
CVE-2021-0599,"In scheduleTimeoutLocked of NotificationRecord.java, there is a possible disclosure of a sensitive identifier via broadcasted intent due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-175614289",2021-07-14T14:15:08.613,https://nvd.nist.gov/vuln/detail/CVE-2021-0599,CWE-610,Externally Controlled Reference to a Resource in Another Sphere,Improper Control of a Resource Through its Lifetime
CVE-2021-1024,"In onEventReceived of EventResultPersister.java, there is a possible intent redirection due to a confused deputy. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12Android ID: A-191283525",2021-12-15T19:15:14.137,https://nvd.nist.gov/vuln/detail/CVE-2021-1024,N/A,N/A,Other
CVE-2021-39668,"In onActivityViewReady of DetailDialog.kt, there is a possible Intent Redirect due to a confused deputy. This could lead to local escalation of privilege that allows actions performed as the System UI, with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11 Android-12Android ID: A-193445603",2022-02-11T18:15:10.317,https://nvd.nist.gov/vuln/detail/CVE-2021-39668,CWE-610,Externally Controlled Reference to a Resource in Another Sphere,Improper Control of a Resource Through its Lifetime
CVE-2020-23349,"An intent redirection issue was doscovered in Sina Weibo Android SDK 4.2.7 (com.sina.weibo.sdk.share.WbShareTransActivity), any unexported Activities could be started by the com.sina.weibo.sdk.share.WbShareTransActivity.",2022-04-05T16:15:10.567,https://nvd.nist.gov/vuln/detail/CVE-2020-23349,N/A,N/A,Other
CVE-2022-20116,"In onEntryUpdated of OngoingCallController.kt, it is possible to launch non-exported activities due to intent redirection. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12LAndroid ID: A-212467440",2022-05-10T20:15:09.360,https://nvd.nist.gov/vuln/detail/CVE-2022-20116,N/A,N/A,Other
CVE-2022-20138,"In ACTION_MANAGED_PROFILE_PROVISIONED of DevicePolicyManagerService.java, there is a possible way for unprivileged app to send MANAGED_PROFILE_PROVISIONED intent due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12LAndroid ID: A-210469972",2022-06-15T14:15:11.103,https://nvd.nist.gov/vuln/detail/CVE-2022-20138,CWE-862,Missing Authorization,Improper Access Control
CVE-2022-33712,"Intent redirection vulnerability using implict intent in Camera prior to versions 12.0.01.64 ,12.0.3.23, 12.0.0.98, 12.0.6.11, 12.0.3.19 in Android S(12) allows attacker to get sensitive information.",2022-07-12T14:15:18.500,https://nvd.nist.gov/vuln/detail/CVE-2022-33712,CWE-285; CWE-601,Improper Authorization; URL Redirection to Untrusted Site ('Open Redirect'),Improper Access Control; Improper Control of a Resource Through its Lifetime
CVE-2022-20216,"android exported is used to set third-party app access permissions, and the default value of intent-filter is true. com.sprd.firewall has set exported as true.Product: AndroidVersions: Android SoCAndroid ID: A-231911916",2022-07-13T19:15:08.907,https://nvd.nist.gov/vuln/detail/CVE-2022-20216,N/A,N/A,Other
CVE-2022-3317,Insufficient validation of untrusted input in Intents in Google Chrome on Android prior to 106.0.5249.62 allowed a remote attacker to bypass navigation restrictions via a crafted HTML page. (Chromium security severity: Low),2022-11-01T20:15:21.823,https://nvd.nist.gov/vuln/detail/CVE-2022-3317,N/A,N/A,Other
CVE-2022-20441,"In navigateUpTo of Task.java, there is a possible way to launch an unexported intent handler due to a logic error in the code. This could lead to local escalation of privilege if the targeted app has an intent trampoline, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-238605611",2022-11-08T22:15:11.157,https://nvd.nist.gov/vuln/detail/CVE-2022-20441,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2022-20512,"In navigateUpTo of Task.java, there is a possible way to launch an intent handler with a mismatched intent due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-238602879",2022-12-16T16:15:16.900,https://nvd.nist.gov/vuln/detail/CVE-2022-20512,CWE-20,Improper Input Validation,Improper Neutralization
CVE-2023-20904,"In getTrampolineIntent of SettingsActivity.java, there is a possible launch of arbitrary activity due to an Intent mismatch in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12L Android-13Android ID: A-246300272",2023-01-26T21:18:10.987,https://nvd.nist.gov/vuln/detail/CVE-2023-20904,N/A,N/A,Other
CVE-2023-1228,Insufficient policy enforcement in Intents in Google Chrome on Android prior to 111.0.5563.64 allowed a remote attacker to bypass navigation restrictions via a crafted HTML page. (Chromium security severity: Medium),2023-03-07T22:15:10.147,https://nvd.nist.gov/vuln/detail/CVE-2023-1228,N/A,N/A,Other
CVE-2023-20929,"In sendHalfSheetCancelBroadcast of HalfSheetActivity.java, there is a possible way to learn nearby BT MAC addresses due to an unrestricted broadcast intent. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-234442700",2023-03-24T20:15:09.303,https://nvd.nist.gov/vuln/detail/CVE-2023-20929,N/A,N/A,Other
CVE-2023-20964,"In multiple functions of MediaSessionRecord.java, there is a possible Intent rebroadcast due to a confused deputy. This could lead to local denial of service or escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-238177121",2023-03-24T20:15:10.087,https://nvd.nist.gov/vuln/detail/CVE-2023-20964,CWE-610,Externally Controlled Reference to a Resource in Another Sphere,Improper Control of a Resource Through its Lifetime
CVE-2023-1817,Insufficient policy enforcement in Intents in Google Chrome on Android prior to 112.0.5615.49 allowed a remote attacker to bypass navigation restrictions via a crafted HTML page. (Chromium security severity: Medium),2023-04-04T22:15:07.587,https://nvd.nist.gov/vuln/detail/CVE-2023-1817,N/A,N/A,Other
CVE-2023-21097,"In toUriInner of Intent.java, there is a possible way to launch an arbitrary activity due to a confused deputy. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-261858325",2023-04-19T20:15:11.890,https://nvd.nist.gov/vuln/detail/CVE-2023-21097,CWE-610,Externally Controlled Reference to a Resource in Another Sphere,Improper Control of a Resource Through its Lifetime
CVE-2023-25749,"Android applications with unpatched vulnerabilities can be launched from a browser using Intents, exposing users to these vulnerabilities. Firefox will now confirm with users that they want to launch an external application before doing so. <br>*This bug only affects Firefox for Android. Other versions of Firefox are unaffected.*. This vulnerability affects Firefox < 111.",2023-06-02T17:15:11.860,https://nvd.nist.gov/vuln/detail/CVE-2023-25749,CWE-863,Incorrect Authorization,Improper Access Control
CVE-2023-21126,"In bindOutputSwitcherAndBroadcastButton of MediaControlPanel.java, there is a possible launch arbitrary activity under SysUI due to Unsafe Intent. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-271846393",2023-06-15T19:15:09.710,https://nvd.nist.gov/vuln/detail/CVE-2023-21126,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2023-21139,"In bindPlayer of MediaControlPanel.java, there is a possible launch arbitrary activity in SysUI due to Unsafe Intent. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-271845008",2023-06-15T19:15:10.127,https://nvd.nist.gov/vuln/detail/CVE-2023-21139,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2023-29459,"The laola.redbull application through 5.1.9-R for Android exposes the exported activity at.redbullsalzburg.android.AppMode.Default.Splash.SplashActivity, which accepts a data: URI. The target of this URI is subsequently loaded into the application's webview, thus allowing the loading of arbitrary content into the context of the application. This can occur via the fcrbs schema or an explicit intent invocation.",2023-06-26T16:15:09.587,https://nvd.nist.gov/vuln/detail/CVE-2023-29459,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Improper Neutralization
CVE-2022-4926,Insufficient policy enforcement in Intents in Google Chrome on Android prior to 109.0.5414.119 allowed a remote attacker to bypass same origin policy via a crafted HTML page. (Chromium security severity: Medium),2023-07-29T00:15:11.893,https://nvd.nist.gov/vuln/detail/CVE-2022-4926,CWE-522,Insufficiently Protected Credentials,Improper Access Control
CVE-2023-42470,"The Imou Life com.mm.android.smartlifeiot application through 6.8.0 for Android allows Remote Code Execution via a crafted intent to an exported component. This relates to the com.mm.android.easy4ip.MainActivity activity. JavaScript execution is enabled in the WebView, and direct web content loading occurs.",2023-09-11T08:15:07.647,https://nvd.nist.gov/vuln/detail/CVE-2023-42470,CWE-94,Improper Control of Generation of Code ('Code Injection'),Improper Neutralization
CVE-2023-42471,The wave.ai.browser application through 1.0.35 for Android allows a remote attacker to execute arbitrary JavaScript code via a crafted intent. It contains a manifest entry that exports the wave.ai.browser.ui.splash.SplashScreen activity. This activity uses a WebView component to display web content and doesn't adequately validate or sanitize the URI or any extra data passed in the intent by a third party application (with no permissions).,2023-09-11T08:15:07.703,https://nvd.nist.gov/vuln/detail/CVE-2023-42471,CWE-94,Improper Control of Generation of Code ('Code Injection'),Improper Neutralization
CVE-2023-4907,Inappropriate implementation in Intents in Google Chrome on Android prior to 117.0.5938.62 allowed a remote attacker to obfuscate security UI via a crafted HTML page. (Chromium security severity: Low),2023-09-12T21:15:08.950,https://nvd.nist.gov/vuln/detail/CVE-2023-4907,N/A,N/A,Other
CVE-2023-42469,The com.full.dialer.top.secure.encrypted application through 1.0.1 for Android enables any installed application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.full.dialer.top.secure.encrypted.activities.DialerActivity component.,2023-09-13T19:15:08.410,https://nvd.nist.gov/vuln/detail/CVE-2023-42469,CWE-862,Missing Authorization,Improper Access Control
CVE-2023-42468,"The com.cutestudio.colordialer application through 2.1.8-2 for Android allows a remote attacker to initiate phone calls without user consent, because of improper export of the com.cutestudio.dialer.activities.DialerActivity component. A third-party application (without any permissions) can craft an intent targeting com.cutestudio.dialer.activities.DialerActivity via the android.intent.action.CALL action in conjunction with a tel: URI, thereby placing a phone call.",2023-09-13T20:15:08.447,https://nvd.nist.gov/vuln/detail/CVE-2023-42468,CWE-269,Improper Privilege Management,Improper Access Control
CVE-2023-43955,"The com.phlox.tvwebbrowser TV Bro application through 2.0.0 for Android mishandles external intents through WebView. This allows attackers to execute arbitrary code, create arbitrary files. and perform arbitrary downloads via JavaScript that uses takeBlobDownloadData.",2023-12-27T21:15:08.050,https://nvd.nist.gov/vuln/detail/CVE-2023-43955,CWE-94,Improper Control of Generation of Code ('Code Injection'),Improper Neutralization
CVE-2023-47883,The com.altamirano.fabricio.tvbrowser TV browser application through 4.5.1 for Android is vulnerable to JavaScript code execution via an explicit intent due to an exposed MainActivity.,2023-12-27T21:15:08.193,https://nvd.nist.gov/vuln/detail/CVE-2023-47883,CWE-94,Improper Control of Generation of Code ('Code Injection'),Improper Neutralization
CVE-2024-28745,"Improper export of Android application components issue exists in 'ABEMA' App for Android prior to 10.65.0 allowing another app installed on the user's device to access an arbitrary URL on 'ABEMA' App for Android via Intent. If this vulnerability is exploited, an arbitrary website may be displayed on the app, and as a result, the user may become a victim of a phishing attack.",2024-03-18T04:15:09.987,https://nvd.nist.gov/vuln/detail/CVE-2024-28745,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2024-31974,The com.solarized.firedown (aka Solarized FireDown Browser & Downloader) application 1.0.76 for Android allows a remote attacker to execute arbitrary JavaScript code via a crafted intent. com.solarized.firedown.IntentActivity uses a WebView component to display web content and doesn't adequately sanitize the URI or any extra data passed in the intent by any installed application (with no permissions).,2024-05-17T16:15:07.883,https://nvd.nist.gov/vuln/detail/CVE-2024-31974,CWE-94,Improper Control of Generation of Code ('Code Injection'),Improper Neutralization
CVE-2024-41918,"'Rakuten Ichiba App' for Android 12.4.0 and earlier and 'Rakuten Ichiba App' for iOS 11.7.0 and earlier are vulnerable to improper authorization in handler for custom URL scheme. An arbitrary site may be displayed on the WebView of the product via Intent from another application installed on the user's device. As a result, the user may be redirected to an unauthorized site, and the user may become a victim of a phishing attack.",2024-08-29T03:15:05.130,https://nvd.nist.gov/vuln/detail/CVE-2024-41918,CWE-862; CWE-939,Improper Authorization in Handler for Custom URL Scheme; Missing Authorization,Improper Access Control
CVE-2024-37573,The Talkatone com.talkatone.android application 8.4.6 for Android enables any installed application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.talkatone.vedroid.ui.launcher.OutgoingCallInterceptor component.,2024-10-30T18:15:07.107,https://nvd.nist.gov/vuln/detail/CVE-2024-37573,N/A,N/A,Other
CVE-2024-36062,The com.callassistant.android (aka AI Call Assistant & Screener) application 1.174 for Android enables any installed application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.callassistant.android.ui.call.incall.InCallActivity component.,2024-11-07T22:15:20.680,https://nvd.nist.gov/vuln/detail/CVE-2024-36062,CWE-281,Improper Preservation of Permissions,Improper Access Control
CVE-2024-36063,The Goodwy com.goodwy.dialer (aka Right Dialer) application through 5.1.0 for Android enables any application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.goodwy.dialer.activities.DialerActivity component.,2024-11-07T22:15:20.740,https://nvd.nist.gov/vuln/detail/CVE-2024-36063,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2024-36064,The NLL com.nll.cb (aka ACR Phone) application through 0.330-playStore-NoAccessibility-arm8 for Android allows any installed application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.nll.cb.dialer.dialer.DialerActivity component.,2024-11-07T22:15:20.790,https://nvd.nist.gov/vuln/detail/CVE-2024-36064,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Improper Neutralization
CVE-2024-37574,The GriceMobile com.grice.call application 4.5.2 for Android enables any installed application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.iui.mobile.presentation.MobileActivity.,2024-12-04T16:15:24.877,https://nvd.nist.gov/vuln/detail/CVE-2024-37574,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2024-37575,The Mister org.mistergroup.shouldianswer application 1.4.264 for Android enables any installed application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the org.mistergroup.shouldianswer.ui.default_dialer.DefaultDialerActivity component.,2024-12-04T16:15:24.983,https://nvd.nist.gov/vuln/detail/CVE-2024-37575,CWE-281,Improper Preservation of Permissions,Improper Access Control
CVE-2024-53931,"The com.glitter.caller.screen (aka iCaller, Caller Theme & Dialer) application through 1.1 for Android enables any application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.glitter.caller.screen.DialerActivity component.",2025-01-06T22:15:10.070,https://nvd.nist.gov/vuln/detail/CVE-2024-53931,CWE-732; CWE-922,Incorrect Permission Assignment for Critical Resource; Insecure Storage of Sensitive Information,Improper Access Control; Improper Control of a Resource Through its Lifetime
CVE-2024-53932,The com.remi.colorphone.callscreen.calltheme.callerscreen (aka Color Phone: Call Screen Theme) application through 21.1.9 for Android enables any application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.remi.colorphone.callscreen.calltheme.callerscreen.dialer.DialerActivity component.,2025-01-06T22:15:10.187,https://nvd.nist.gov/vuln/detail/CVE-2024-53932,CWE-732; CWE-922,Incorrect Permission Assignment for Critical Resource; Insecure Storage of Sensitive Information,Improper Access Control; Improper Control of a Resource Through its Lifetime
CVE-2024-53933,The com.callerscreen.colorphone.themes.callflash (aka Color Call Theme & Call Screen) application through 1.0.7 for Android enables any application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.android.call.color.app.activities.DialerActivity component.,2025-01-06T22:15:10.293,https://nvd.nist.gov/vuln/detail/CVE-2024-53933,N/A,N/A,Other
CVE-2024-53934,The com.windymob.callscreen.ringtone.callcolor.colorphone (aka Color Phone Call Screen Themes) application through 1.1.2 for Android enables any application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.frovis.androidbase.call.DialerActivity component.,2025-01-06T22:15:10.410,https://nvd.nist.gov/vuln/detail/CVE-2024-53934,CWE-281,Improper Preservation of Permissions,Improper Access Control
CVE-2024-53935,The com.callos14.callscreen.colorphone (aka iCall OS17 - Color Phone Flash) application through 4.3 for Android enables any application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.callos14.callscreen.colorphone.DialerActivity component.,2025-01-06T22:15:10.520,https://nvd.nist.gov/vuln/detail/CVE-2024-53935,N/A,N/A,Other
CVE-2024-53936,The com.asianmobile.callcolor (aka Color Phone Call Screen App) application through 24 for Android enables any application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.asianmobile.callcolor.ui.component.call.CallActivity component.,2025-01-06T22:15:10.630,https://nvd.nist.gov/vuln/detail/CVE-2024-53936,N/A,N/A,Other
CVE-2024-36437,The com.enflick.android.TextNow (aka TextNow: Call + Text Unlimited) application 24.17.0.2 for Android enables any installed application (with no permissions) to place phone calls without user interaction by sending a crafted intent via the com.enflick.android.TextNow.activities.DialerActivity component.,2025-02-03T18:15:33.733,https://nvd.nist.gov/vuln/detail/CVE-2024-36437,CWE-926,Improper Export of Android Application Components,Improper Access Control
CVE-2025-3068,Inappropriate implementation in Intents in Google Chrome on Android prior to 135.0.7049.52 allowed a remote attacker to perform privilege escalation via a crafted HTML page. (Chromium security severity: Medium),2025-04-02T01:15:38.093,https://nvd.nist.gov/vuln/detail/CVE-2025-3068,N/A,N/A,Other
CVE-2015-3845,"The Parcel::appendFrom function in libs/binder/Parcel.cpp in Binder in Android before 5.1.1 LMY48M does not consider parcel boundaries during identification of binder objects in an append operation, which allows attackers to obtain a different application's privileges via a crafted application, aka internal bug 17312693.",2015-10-01T00:59:25.310,https://nvd.nist.gov/vuln/detail/CVE-2015-3845,CWE-264,N/A,Other
CVE-2016-0841,"media/libmedia/mediametadataretriever.cpp in mediaserver in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, and 6.x before 2016-04-01 mishandles cleared service binders, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted media file, aka internal bug 26040840.",2016-04-18T00:59:06.887,https://nvd.nist.gov/vuln/detail/CVE-2016-0841,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,Improper Control of a Resource Through its Lifetime
CVE-2016-2440,"libs/binder/IPCThreadState.cpp in Binder in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, and 6.x before 2016-05-01 mishandles object references, which allows attackers to gain privileges via a crafted application, aka internal bug 27252896.",2016-05-09T10:59:17.437,https://nvd.nist.gov/vuln/detail/CVE-2016-2440,CWE-264,N/A,Other
CVE-2016-6689,"Binder in the kernel in Android before 2016-10-05 on Nexus devices allows attackers to obtain sensitive information via a crafted application, aka internal bug 30768347.",2016-10-10T11:00:06.277,https://nvd.nist.gov/vuln/detail/CVE-2016-6689,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2016-8401,"An information disclosure vulnerability in kernel components including the ION subsystem, Binder, USB driver and networking subsystem could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31494725.",2017-01-12T15:59:01.607,https://nvd.nist.gov/vuln/detail/CVE-2016-8401,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2016-8402,"An information disclosure vulnerability in kernel components including the ION subsystem, Binder, USB driver and networking subsystem could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31495231.",2017-01-12T15:59:01.637,https://nvd.nist.gov/vuln/detail/CVE-2016-8402,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2016-8403,"An information disclosure vulnerability in kernel components including the ION subsystem, Binder, USB driver and networking subsystem could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-31495348.",2017-01-12T15:59:01.667,https://nvd.nist.gov/vuln/detail/CVE-2016-8403,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2016-8404,"An information disclosure vulnerability in kernel components including the ION subsystem, Binder, USB driver and networking subsystem could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-31496950.",2017-01-12T15:59:01.730,https://nvd.nist.gov/vuln/detail/CVE-2016-8404,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2016-8405,"An information disclosure vulnerability in kernel components including the ION subsystem, Binder, USB driver and networking subsystem could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31651010.",2017-01-12T15:59:01.793,https://nvd.nist.gov/vuln/detail/CVE-2016-8405,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2016-8406,"An information disclosure vulnerability in kernel components including the ION subsystem, Binder, USB driver and networking subsystem could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31796940.",2017-01-12T15:59:01.857,https://nvd.nist.gov/vuln/detail/CVE-2016-8406,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2016-8407,"An information disclosure vulnerability in kernel components including the ION subsystem, Binder, USB driver and networking subsystem could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31802656.",2017-01-12T15:59:01.933,https://nvd.nist.gov/vuln/detail/CVE-2016-8407,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2016-8468,An elevation of privilege vulnerability in Binder could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as Moderate because it first requires compromising a privileged process and is mitigated by current platform configurations. Product: Android. Versions: Kernel-3.18. Android ID: A-32394425.,2017-01-12T20:59:01.717,https://nvd.nist.gov/vuln/detail/CVE-2016-8468,CWE-264,N/A,Other
CVE-2014-3164,"cmds/servicemanager/service_manager.c in Android before commit 7d42a3c31ba78a418f9bdde0e0ab951469f321b5 allows attackers to cause a denial of service (NULL pointer dereference, or out-of-bounds write) via vectors related to binder passed lengths.",2017-10-18T14:29:00.387,https://nvd.nist.gov/vuln/detail/CVE-2014-3164,CWE-476,NULL Pointer Dereference,Improper Adherence to Coding Standards
CVE-2017-14904,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, a crafted binder request can cause an arbitrary unmap in MediaServer.",2017-12-05T19:29:00.477,https://nvd.nist.gov/vuln/detail/CVE-2017-14904,CWE-416,Use After Free,Improper Control of a Resource Through its Lifetime
CVE-2017-13162,An elevation of privilege vulnerability in the kernel binder. Product: Android. Versions: Android kernel. Android ID A-64216036.,2017-12-06T14:29:01.223,https://nvd.nist.gov/vuln/detail/CVE-2017-13162,N/A,N/A,Other
CVE-2017-13164,An information disclosure vulnerability in the kernel binder driver. Product: Android. Versions: Android kernel. Android ID A-36007193.,2017-12-06T14:29:01.300,https://nvd.nist.gov/vuln/detail/CVE-2017-13164,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2017-18154,"A crafted binder request can cause an arbitrary unmap in MediaServer in all Android releases from CAF (Android for MSM, Firefox OS for MSM, QRD Android) using the Linux Kernel.",2018-06-06T21:29:00.207,https://nvd.nist.gov/vuln/detail/CVE-2017-18154,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,Improper Control of a Resource Through its Lifetime
CVE-2018-9465,"In task_get_unused_fd_flags of binder.c, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android kernel Android ID: A-69164715 References: Upstream kernel.",2018-11-06T17:29:01.393,https://nvd.nist.gov/vuln/detail/CVE-2018-9465,CWE-416,Use After Free,Improper Control of a Resource Through its Lifetime
CVE-2019-1999,"In binder_alloc_free_page of binder_alloc.c, there is a possible double free due to improper locking. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android kernel. Android ID: A-120025196.",2019-02-28T17:29:00.990,https://nvd.nist.gov/vuln/detail/CVE-2019-1999,CWE-415,Double Free,Improper Control of a Resource Through its Lifetime
CVE-2019-2000,"In several functions of binder.c, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android kernel. Android ID: A-120025789.",2019-02-28T17:29:01.037,https://nvd.nist.gov/vuln/detail/CVE-2019-2000,CWE-416; CWE-787,Out-of-bounds Write; Use After Free,Improper Control of a Resource Through its Lifetime
CVE-2019-2025,"In binder_thread_read of binder.c, there is a possible use-after-free due to improper locking. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-116855682References: Upstream kernel",2019-06-19T21:15:10.760,https://nvd.nist.gov/vuln/detail/CVE-2019-2025,CWE-416; CWE-667,Improper Locking; Use After Free,Improper Control of a Resource Through its Lifetime
